Parameter	Posterior Mean	Posterior Variance	a_post	b_post
As_746-1.whole.wo.indels.fasta.chr-10	7.17433e-06	3.80167e-12	13.5391	1.88715e+06
As_749-3.whole.wo.indels.fasta.chr-10	1.95777e-05	1.0448e-11	36.685	1.87382e+06
As_754-2.whole.wo.indels.fasta.chr-10	5.19167e-06	2.75324e-12	9.78974	1.88566e+06
As_774-1.whole.wo.indels.fasta.chr-10	4.36829e-06	2.31616e-12	8.23861	1.886e+06
As_CONR4D.whole.wo.indels.fasta.chr-10	4.80893e-06	2.54693e-12	9.07986	1.88813e+06
As_CONRI4.whole.wo.indels.fasta.chr-10	4.63307e-06	2.45425e-12	8.7462	1.88778e+06
As_OONR2J.whole.wo.indels.fasta.chr-10	4.43722e-06	2.35113e-12	8.37425	1.88727e+06
As_T2R3B.whole.wo.indels.fasta.chr-10	2.09956e-06	1.11249e-12	3.96239	1.88725e+06
NODE_49	2.57829e-06	1.36577e-12	4.86729	1.8878e+06
NODE_50	7.10943e-05	3.88279e-11	130.174	1.83101e+06
NODE_51	3.74359e-06	1.98334e-12	7.0661	1.88752e+06
NODE_52	2.07574e-06	1.09968e-12	3.91811	1.88758e+06
NODE_53	1.04111e-06	5.51464e-13	1.9655	1.88789e+06
NODE_54	2.06787e-06	1.09549e-12	3.90338	1.88763e+06
NODE_55	2.06738e-06	1.09523e-12	3.9024	1.88761e+06
NODE_56	1.5551e-06	8.23752e-13	2.93577	1.88783e+06
NODE_57	3.09404e-06	1.63964e-12	5.83856	1.88703e+06
NODE_58	1.55232e-06	8.22149e-13	2.93098	1.88813e+06
NODE_59	1.57487e-05	8.43054e-12	29.4194	1.86805e+06
NODE_60	2.07025e-06	1.09658e-12	3.90846	1.88792e+06
NODE_61	4.10997e-06	2.17709e-12	7.75891	1.88783e+06
NODE_62	2.304e-05	1.22924e-11	43.1844	1.87432e+06
NODE_63	2.40003e-05	1.27643e-11	45.1272	1.88027e+06
NODE_64	1.86503e-05	9.91982e-12	35.0644	1.8801e+06
NODE_65	3.07069e-05	1.65981e-11	56.8085	1.85002e+06
NODE_66	8.17805e-05	4.45044e-11	150.278	1.83758e+06
NODE_67	4.76954e-05	2.54842e-11	89.2651	1.87157e+06
NODE_68	8.95663e-06	4.7527e-12	16.8791	1.88453e+06
NODE_69	1.89e-05	1.01127e-11	35.3226	1.86893e+06
NODE_70	1.27701e-05	6.88952e-12	23.6699	1.85355e+06
NODE_71	3.08613e-06	1.63468e-12	5.82634	1.88791e+06
NODE_72	5.29653e-07	2.80529e-13	1.00001	1.88805e+06
NODE_73	1.55208e-06	8.2201e-13	2.93057	1.88815e+06
NODE_74	1.04102e-06	5.51482e-13	1.9651	1.88767e+06
NODE_75	2.03586e-05	1.09208e-11	37.9526	1.8642e+06
NODE_76	5.95896e-05	3.28001e-11	108.259	1.81675e+06
NODE_77	6.325e-06	3.38154e-12	11.8306	1.87045e+06
NODE_78	2.94706e-05	1.59108e-11	54.5865	1.85224e+06
NODE_79	3.20646e-05	1.71796e-11	59.8465	1.86644e+06
NODE_80	4.43121e-05	2.3824e-11	82.4195	1.85998e+06
NODE_81	2.09374e-06	1.109e-12	3.95288	1.88795e+06
NODE_82	1.04347e-06	5.52675e-13	1.97012	1.88804e+06
NODE_83	1.55457e-06	8.23428e-13	2.93492	1.88793e+06
NODE_84	5.30676e-07	2.81087e-13	1.00189	1.88795e+06
NODE_85	3.61034e-05	1.931e-11	67.5016	1.86967e+06
NODE_86	3.78675e-05	2.02219e-11	70.9107	1.8726e+06
NODE_87	2.48969e-05	1.33931e-11	46.2817	1.85893e+06
NODE_88	5.2038e-05	2.7882e-11	97.1222	1.86637e+06
NODE_89	3.95591e-05	2.10549e-11	74.3255	1.87885e+06
NODE_90	4.81055e-05	2.5847e-11	89.5325	1.86117e+06
NODE_91	5.80237e-05	3.10456e-11	108.445	1.86898e+06
NODE_92	6.18397e-05	3.34134e-11	114.45	1.85075e+06
NODE_93	2.57994e-06	1.36656e-12	4.87069	1.88791e+06
