Parameter	Posterior Mean	Posterior Variance	a_post	b_post
As_692-1.whole.wo.indels.fasta.chr-3	5.18816e-06	1.56645e-12	17.1834	3.31205e+06
As_711-2.whole.wo.indels.fasta.chr-3	2.97933e-06	8.98808e-13	9.87574	3.31475e+06
As_720-3.whole.wo.indels.fasta.chr-3	4.68901e-06	1.41438e-12	15.5452	3.31524e+06
As_732-1.whole.wo.indels.fasta.chr-3	2.5073e-06	7.57246e-13	8.30186	3.31108e+06
As_737-1.whole.wo.indels.fasta.chr-3	6.68741e-06	2.01833e-12	22.1577	3.31334e+06
As_739-3.whole.wo.indels.fasta.chr-3	0.000139944	4.43532e-11	441.553	3.15521e+06
As_746-1.whole.wo.indels.fasta.chr-3	3.60983e-06	1.08888e-12	11.9672	3.31517e+06
As_749-3.whole.wo.indels.fasta.chr-3	2.95812e-05	8.98161e-12	97.4264	3.29353e+06
As_754-2.whole.wo.indels.fasta.chr-3	4.32447e-06	1.30505e-12	14.3297	3.31364e+06
As_774-1.whole.wo.indels.fasta.chr-3	2.39809e-06	7.23694e-13	7.94648	3.31368e+06
As_CONR4D.whole.wo.indels.fasta.chr-3	5.99408e-06	1.81068e-12	19.8429	3.31041e+06
As_CONRI4.whole.wo.indels.fasta.chr-3	4.61938e-06	1.39342e-12	15.3139	3.31514e+06
As_OONR2J.whole.wo.indels.fasta.chr-3	3.95396e-06	1.19386e-12	13.0952	3.31193e+06
As_T2R3B.whole.wo.indels.fasta.chr-3	6.5714e-06	1.99119e-12	21.6871	3.30023e+06
NODE_49	1.47276e-05	4.48453e-12	48.3668	3.28409e+06
NODE_50	4.72253e-06	1.42611e-12	15.6386	3.31148e+06
NODE_51	2.56031e-05	7.84196e-12	83.5914	3.26489e+06
NODE_52	4.08681e-05	1.25697e-11	132.875	3.25132e+06
NODE_53	1.7114e-05	5.20914e-12	56.2261	3.28538e+06
NODE_54	1.51958e-06	4.67603e-13	4.93821	3.24972e+06
NODE_55	1.77717e-05	5.42171e-12	58.2534	3.27788e+06
NODE_56	0.000107558	3.37815e-11	342.455	3.18392e+06
NODE_57	9.85531e-06	3.01071e-12	32.2605	3.27342e+06
NODE_58	2.27112e-05	7.13263e-12	72.3155	3.18413e+06
NODE_59	8.28491e-05	2.5803e-11	266.015	3.21084e+06
NODE_60	2.34611e-06	7.07599e-13	7.77877	3.3156e+06
NODE_61	1.84776e-05	5.61132e-12	60.8452	3.29292e+06
NODE_62	1.76404e-06	5.3196e-13	5.84973	3.31611e+06
NODE_63	1.17916e-06	3.55605e-13	3.91003	3.31594e+06
NODE_64	8.78443e-06	2.64914e-12	29.1287	3.31595e+06
NODE_65	1.94895e-05	5.99667e-12	63.3416	3.25004e+06
NODE_66	2.00091e-05	6.19536e-12	64.6235	3.2297e+06
NODE_67	5.96863e-07	1.80032e-13	1.97878	3.31531e+06
NODE_68	2.35007e-06	7.08938e-13	7.79027	3.31491e+06
NODE_69	3.58923e-06	1.08284e-12	11.8971	3.31465e+06
NODE_70	1.20846e-06	3.64511e-13	4.00638	3.31528e+06
NODE_71	2.32872e-06	7.02584e-13	7.71858	3.31451e+06
NODE_72	1.92183e-06	5.79777e-13	6.37042	3.31477e+06
NODE_73	4.03712e-06	1.22097e-12	13.3487	3.30648e+06
NODE_74	9.51787e-06	2.87917e-12	31.4638	3.30576e+06
NODE_75	2.05291e-06	6.19196e-13	6.80629	3.31544e+06
NODE_76	5.7299e-05	1.75479e-11	187.098	3.26529e+06
NODE_77	1.41409e-05	4.30162e-12	46.4859	3.28734e+06
NODE_78	1.99197e-05	6.17361e-12	64.2724	3.22658e+06
NODE_79	1.59105e-05	4.81264e-12	52.5998	3.30598e+06
NODE_80	8.65655e-05	2.70169e-11	277.366	3.20412e+06
NODE_81	1.76895e-06	5.33508e-13	5.86533	3.3157e+06
NODE_82	2.11193e-06	6.36903e-13	7.003	3.31593e+06
NODE_83	1.58771e-06	4.78932e-13	5.26343	3.31511e+06
NODE_84	2.0662e-06	6.23388e-13	6.84832	3.31446e+06
NODE_85	2.72811e-05	8.48493e-12	87.7153	3.21524e+06
NODE_86	4.76582e-06	1.44401e-12	15.7292	3.30041e+06
NODE_87	3.70926e-06	1.12076e-12	12.2762	3.3096e+06
NODE_88	9.94449e-06	3.00323e-12	32.9288	3.31126e+06
NODE_89	1.53857e-05	4.72215e-12	50.1293	3.25819e+06
NODE_90	8.70557e-06	2.63663e-12	28.7439	3.30178e+06
NODE_91	4.12715e-06	1.24484e-12	13.6832	3.31542e+06
NODE_92	4.05235e-06	1.22244e-12	13.4334	3.31497e+06
NODE_93	2.56651e-06	7.74568e-13	8.50404	3.31347e+06
