Node	Beg	End
131-4.whole.wo.indels.fasta.chr-1	4644500	4645688
131-4.whole.wo.indels.fasta.chr-1	4664962	4667036
131-4.whole.wo.indels.fasta.chr-1	4669368	4670661
131-4.whole.wo.indels.fasta.chr-1	4692219	4696980
131-4.whole.wo.indels.fasta.chr-1	4703621	4708801
131-4.whole.wo.indels.fasta.chr-1	4717390	4723648
131-4.whole.wo.indels.fasta.chr-1	4724808	4726236
131-4.whole.wo.indels.fasta.chr-1	4729055	4730335
131-4.whole.wo.indels.fasta.chr-1	4835181	4837513
131-4.whole.wo.indels.fasta.chr-1	4857321	4859436
131-4.whole.wo.indels.fasta.chr-1	4861978	4862790
131-4.whole.wo.indels.fasta.chr-1	4910280	4911040
131-4.whole.wo.indels.fasta.chr-1	4916707	4922041
131-4.whole.wo.indels.fasta.chr-1	4924341	4928967
131-4.whole.wo.indels.fasta.chr-1	4931450	4932203
131-4.whole.wo.indels.fasta.chr-1	4934374	4936204
131-4.whole.wo.indels.fasta.chr-1	4938783	4946025
131-4.whole.wo.indels.fasta.chr-1	4997861	4998050
131-4.whole.wo.indels.fasta.chr-1	5729699	5729768
131-4.whole.wo.indels.fasta.chr-1	6182898	6183778
131-4.whole.wo.indels.fasta.chr-1	6583831	6584985
131-4.whole.wo.indels.fasta.chr-1	6641624	6642772
131-4.whole.wo.indels.fasta.chr-1	6650088	6650456
131-4.whole.wo.indels.fasta.chr-1	6655136	6657228
131-4.whole.wo.indels.fasta.chr-1	6690621	6694601
131-4.whole.wo.indels.fasta.chr-1	6848494	6849630
131-4.whole.wo.indels.fasta.chr-1	6854528	6854539
131-4.whole.wo.indels.fasta.chr-1	6862841	6863596
131-4.whole.wo.indels.fasta.chr-1	6869715	6870543
131-4.whole.wo.indels.fasta.chr-1	6895541	6900994
132-2.whole.wo.indels.fasta.chr-1	150877	151027
132-2.whole.wo.indels.fasta.chr-1	154688	154974
132-2.whole.wo.indels.fasta.chr-1	162884	163271
132-2.whole.wo.indels.fasta.chr-1	179165	179449
132-2.whole.wo.indels.fasta.chr-1	193465	193473
132-2.whole.wo.indels.fasta.chr-1	1772975	1773061
132-2.whole.wo.indels.fasta.chr-1	6844428	6844604
132-2.whole.wo.indels.fasta.chr-1	6863683	6863714
132-2.whole.wo.indels.fasta.chr-1	6879479	6879491
132-2.whole.wo.indels.fasta.chr-1	6896048	6896446
132-2.whole.wo.indels.fasta.chr-1	6898954	6901157
134-1.whole.wo.indels.fasta.chr-1	166248	166422
134-1.whole.wo.indels.fasta.chr-1	6837557	6837594
134-1.whole.wo.indels.fasta.chr-1	6853101	6853140
134-1.whole.wo.indels.fasta.chr-1	6870227	6871408
134-1.whole.wo.indels.fasta.chr-1	6872835	6873044
134-1.whole.wo.indels.fasta.chr-1	6875424	6875659
134-1.whole.wo.indels.fasta.chr-1	6882786	6883360
134-1.whole.wo.indels.fasta.chr-1	6895089	6896702
134-1.whole.wo.indels.fasta.chr-1	6901047	6901061
14-23s.whole.wo.indels.fasta.chr-1	79223	80446
14-23s.whole.wo.indels.fasta.chr-1	127162	130046
14-23s.whole.wo.indels.fasta.chr-1	142097	155386
14-23s.whole.wo.indels.fasta.chr-1	159439	160037
14-23s.whole.wo.indels.fasta.chr-1	162259	166839
14-23s.whole.wo.indels.fasta.chr-1	171094	172437
14-23s.whole.wo.indels.fasta.chr-1	178279	180349
14-23s.whole.wo.indels.fasta.chr-1	191086	191827
14-23s.whole.wo.indels.fasta.chr-1	193308	202633
14-23s.whole.wo.indels.fasta.chr-1	206869	207341
14-23s.whole.wo.indels.fasta.chr-1	209484	221382
14-23s.whole.wo.indels.fasta.chr-1	234207	243278
14-23s.whole.wo.indels.fasta.chr-1	246470	246871
14-23s.whole.wo.indels.fasta.chr-1	249757	258730
14-23s.whole.wo.indels.fasta.chr-1	263282	269067
14-23s.whole.wo.indels.fasta.chr-1	278918	298675
14-23s.whole.wo.indels.fasta.chr-1	300359	305617
14-23s.whole.wo.indels.fasta.chr-1	306593	313723
14-23s.whole.wo.indels.fasta.chr-1	316464	328392
14-23s.whole.wo.indels.fasta.chr-1	334179	335620
14-23s.whole.wo.indels.fasta.chr-1	336617	341810
14-23s.whole.wo.indels.fasta.chr-1	344626	344810
14-23s.whole.wo.indels.fasta.chr-1	346414	349568
14-23s.whole.wo.indels.fasta.chr-1	357000	358980
14-23s.whole.wo.indels.fasta.chr-1	360421	363634
14-23s.whole.wo.indels.fasta.chr-1	366946	369385
14-23s.whole.wo.indels.fasta.chr-1	371173	377719
14-23s.whole.wo.indels.fasta.chr-1	379698	382585
14-23s.whole.wo.indels.fasta.chr-1	386698	388106
14-23s.whole.wo.indels.fasta.chr-1	390416	392319
14-23s.whole.wo.indels.fasta.chr-1	395398	405204
14-23s.whole.wo.indels.fasta.chr-1	406224	412811
14-23s.whole.wo.indels.fasta.chr-1	414008	415121
14-23s.whole.wo.indels.fasta.chr-1	418545	426140
14-23s.whole.wo.indels.fasta.chr-1	428755	438083
14-23s.whole.wo.indels.fasta.chr-1	463530	464888
14-23s.whole.wo.indels.fasta.chr-1	467384	468902
14-23s.whole.wo.indels.fasta.chr-1	474452	474670
14-23s.whole.wo.indels.fasta.chr-1	478354	480387
14-23s.whole.wo.indels.fasta.chr-1	481542	506347
14-23s.whole.wo.indels.fasta.chr-1	507602	517877
14-23s.whole.wo.indels.fasta.chr-1	527262	530458
14-23s.whole.wo.indels.fasta.chr-1	531666	532594
14-23s.whole.wo.indels.fasta.chr-1	536974	538097
14-23s.whole.wo.indels.fasta.chr-1	539121	540701
14-23s.whole.wo.indels.fasta.chr-1	543254	543689
14-23s.whole.wo.indels.fasta.chr-1	549873	550865
14-23s.whole.wo.indels.fasta.chr-1	555294	556029
14-23s.whole.wo.indels.fasta.chr-1	566399	567218
14-23s.whole.wo.indels.fasta.chr-1	568751	570880
14-23s.whole.wo.indels.fasta.chr-1	588022	588885
14-23s.whole.wo.indels.fasta.chr-1	592642	593321
14-23s.whole.wo.indels.fasta.chr-1	602929	606106
14-23s.whole.wo.indels.fasta.chr-1	619851	622298
14-23s.whole.wo.indels.fasta.chr-1	625796	644775
14-23s.whole.wo.indels.fasta.chr-1	658194	658432
14-23s.whole.wo.indels.fasta.chr-1	665603	667721
14-23s.whole.wo.indels.fasta.chr-1	699454	700217
14-23s.whole.wo.indels.fasta.chr-1	701337	702152
14-23s.whole.wo.indels.fasta.chr-1	703123	715042
14-23s.whole.wo.indels.fasta.chr-1	728542	736380
14-23s.whole.wo.indels.fasta.chr-1	744022	746516
14-23s.whole.wo.indels.fasta.chr-1	750620	751181
14-23s.whole.wo.indels.fasta.chr-1	761557	762814
14-23s.whole.wo.indels.fasta.chr-1	764868	770483
14-23s.whole.wo.indels.fasta.chr-1	772603	776089
14-23s.whole.wo.indels.fasta.chr-1	787645	790495
14-23s.whole.wo.indels.fasta.chr-1	793463	802250
14-23s.whole.wo.indels.fasta.chr-1	822826	823809
14-23s.whole.wo.indels.fasta.chr-1	825872	826961
14-23s.whole.wo.indels.fasta.chr-1	830887	834794
14-23s.whole.wo.indels.fasta.chr-1	838599	838847
14-23s.whole.wo.indels.fasta.chr-1	840825	841115
14-23s.whole.wo.indels.fasta.chr-1	842525	849370
14-23s.whole.wo.indels.fasta.chr-1	853336	863111
14-23s.whole.wo.indels.fasta.chr-1	872854	880257
14-23s.whole.wo.indels.fasta.chr-1	882048	883100
14-23s.whole.wo.indels.fasta.chr-1	887336	888456
14-23s.whole.wo.indels.fasta.chr-1	895120	899623
14-23s.whole.wo.indels.fasta.chr-1	903766	909199
14-23s.whole.wo.indels.fasta.chr-1	921798	923836
14-23s.whole.wo.indels.fasta.chr-1	930150	930546
14-23s.whole.wo.indels.fasta.chr-1	947492	949547
14-23s.whole.wo.indels.fasta.chr-1	961533	961934
14-23s.whole.wo.indels.fasta.chr-1	966055	966870
14-23s.whole.wo.indels.fasta.chr-1	970207	973596
14-23s.whole.wo.indels.fasta.chr-1	1010419	1011398
14-23s.whole.wo.indels.fasta.chr-1	1020496	1022923
14-23s.whole.wo.indels.fasta.chr-1	1033406	1035398
14-23s.whole.wo.indels.fasta.chr-1	1055551	1061535
14-23s.whole.wo.indels.fasta.chr-1	1076211	1076520
14-23s.whole.wo.indels.fasta.chr-1	1092679	1093211
14-23s.whole.wo.indels.fasta.chr-1	1098312	1098582
14-23s.whole.wo.indels.fasta.chr-1	1101789	1103062
14-23s.whole.wo.indels.fasta.chr-1	1109452	1109705
14-23s.whole.wo.indels.fasta.chr-1	1114241	1115313
14-23s.whole.wo.indels.fasta.chr-1	1118296	1119790
14-23s.whole.wo.indels.fasta.chr-1	1134371	1140253
14-23s.whole.wo.indels.fasta.chr-1	1161796	1164685
14-23s.whole.wo.indels.fasta.chr-1	1168238	1168722
14-23s.whole.wo.indels.fasta.chr-1	1170045	1172670
14-23s.whole.wo.indels.fasta.chr-1	1175419	1175952
14-23s.whole.wo.indels.fasta.chr-1	1191109	1198037
14-23s.whole.wo.indels.fasta.chr-1	1207118	1208145
14-23s.whole.wo.indels.fasta.chr-1	1220180	1221881
14-23s.whole.wo.indels.fasta.chr-1	1225684	1226460
14-23s.whole.wo.indels.fasta.chr-1	1227840	1230774
14-23s.whole.wo.indels.fasta.chr-1	1235129	1242887
14-23s.whole.wo.indels.fasta.chr-1	1247161	1249237
14-23s.whole.wo.indels.fasta.chr-1	1256168	1265178
14-23s.whole.wo.indels.fasta.chr-1	1268206	1271226
14-23s.whole.wo.indels.fasta.chr-1	1290754	1294517
14-23s.whole.wo.indels.fasta.chr-1	1302645	1302768
14-23s.whole.wo.indels.fasta.chr-1	1317690	1318272
14-23s.whole.wo.indels.fasta.chr-1	1322405	1323580
14-23s.whole.wo.indels.fasta.chr-1	1334424	1334470
14-23s.whole.wo.indels.fasta.chr-1	1336271	1337287
14-23s.whole.wo.indels.fasta.chr-1	1347263	1349954
14-23s.whole.wo.indels.fasta.chr-1	1363415	1364915
14-23s.whole.wo.indels.fasta.chr-1	1368631	1370352
14-23s.whole.wo.indels.fasta.chr-1	1408705	1413140
14-23s.whole.wo.indels.fasta.chr-1	1420252	1421207
14-23s.whole.wo.indels.fasta.chr-1	1424866	1425489
14-23s.whole.wo.indels.fasta.chr-1	1431504	1431914
14-23s.whole.wo.indels.fasta.chr-1	1433616	1433950
14-23s.whole.wo.indels.fasta.chr-1	1443509	1443635
14-23s.whole.wo.indels.fasta.chr-1	1490288	1490763
14-23s.whole.wo.indels.fasta.chr-1	1496769	1501725
14-23s.whole.wo.indels.fasta.chr-1	1527813	1530208
14-23s.whole.wo.indels.fasta.chr-1	1549215	1554895
14-23s.whole.wo.indels.fasta.chr-1	1557586	1558322
14-23s.whole.wo.indels.fasta.chr-1	1560298	1567699
14-23s.whole.wo.indels.fasta.chr-1	1574150	1575421
14-23s.whole.wo.indels.fasta.chr-1	1578243	1580579
14-23s.whole.wo.indels.fasta.chr-1	1604322	1604902
14-23s.whole.wo.indels.fasta.chr-1	1606099	1606703
14-23s.whole.wo.indels.fasta.chr-1	1613112	1619491
14-23s.whole.wo.indels.fasta.chr-1	1639457	1639510
14-23s.whole.wo.indels.fasta.chr-1	1684350	1685195
14-23s.whole.wo.indels.fasta.chr-1	1690011	1691351
14-23s.whole.wo.indels.fasta.chr-1	1715878	1719046
14-23s.whole.wo.indels.fasta.chr-1	1720859	1721697
14-23s.whole.wo.indels.fasta.chr-1	1725788	1726157
14-23s.whole.wo.indels.fasta.chr-1	1785659	1786463
14-23s.whole.wo.indels.fasta.chr-1	1814072	1814331
14-23s.whole.wo.indels.fasta.chr-1	1872531	1875253
14-23s.whole.wo.indels.fasta.chr-1	1934116	1954704
14-23s.whole.wo.indels.fasta.chr-1	2115334	2115679
14-23s.whole.wo.indels.fasta.chr-1	2127288	2131422
14-23s.whole.wo.indels.fasta.chr-1	2150511	2152847
14-23s.whole.wo.indels.fasta.chr-1	2175125	2181497
14-23s.whole.wo.indels.fasta.chr-1	2197706	2199441
14-23s.whole.wo.indels.fasta.chr-1	2202878	2208594
14-23s.whole.wo.indels.fasta.chr-1	2217669	2220166
14-23s.whole.wo.indels.fasta.chr-1	2241665	2246050
14-23s.whole.wo.indels.fasta.chr-1	2248769	2250835
14-23s.whole.wo.indels.fasta.chr-1	2253654	2255578
14-23s.whole.wo.indels.fasta.chr-1	2265169	2265415
14-23s.whole.wo.indels.fasta.chr-1	2311230	2313676
14-23s.whole.wo.indels.fasta.chr-1	2317437	2320394
14-23s.whole.wo.indels.fasta.chr-1	2363723	2366682
14-23s.whole.wo.indels.fasta.chr-1	2419377	2420218
14-23s.whole.wo.indels.fasta.chr-1	2422241	2423275
14-23s.whole.wo.indels.fasta.chr-1	2445068	2448131
14-23s.whole.wo.indels.fasta.chr-1	2455350	2457127
14-23s.whole.wo.indels.fasta.chr-1	2462566	2463680
14-23s.whole.wo.indels.fasta.chr-1	2486829	2487813
14-23s.whole.wo.indels.fasta.chr-1	2490185	2491188
14-23s.whole.wo.indels.fasta.chr-1	2516685	2517383
14-23s.whole.wo.indels.fasta.chr-1	2541455	2543540
14-23s.whole.wo.indels.fasta.chr-1	2547674	2552311
14-23s.whole.wo.indels.fasta.chr-1	2553281	2557005
14-23s.whole.wo.indels.fasta.chr-1	2558514	2561637
14-23s.whole.wo.indels.fasta.chr-1	2565002	2566918
14-23s.whole.wo.indels.fasta.chr-1	2576711	2576959
14-23s.whole.wo.indels.fasta.chr-1	2637178	2640331
14-23s.whole.wo.indels.fasta.chr-1	2644816	2645449
14-23s.whole.wo.indels.fasta.chr-1	2647387	2647521
14-23s.whole.wo.indels.fasta.chr-1	2650677	2654245
14-23s.whole.wo.indels.fasta.chr-1	2667008	2667513
14-23s.whole.wo.indels.fasta.chr-1	2669611	2670006
14-23s.whole.wo.indels.fasta.chr-1	2671606	2672280
14-23s.whole.wo.indels.fasta.chr-1	2677952	2680554
14-23s.whole.wo.indels.fasta.chr-1	2682723	2683962
14-23s.whole.wo.indels.fasta.chr-1	2687814	2691734
14-23s.whole.wo.indels.fasta.chr-1	3192382	3195068
14-23s.whole.wo.indels.fasta.chr-1	3212683	3214299
14-23s.whole.wo.indels.fasta.chr-1	3219974	3221832
14-23s.whole.wo.indels.fasta.chr-1	3223437	3223910
14-23s.whole.wo.indels.fasta.chr-1	3230881	3231490
14-23s.whole.wo.indels.fasta.chr-1	3290042	3292207
14-23s.whole.wo.indels.fasta.chr-1	3297449	3297938
14-23s.whole.wo.indels.fasta.chr-1	3372610	3376398
14-23s.whole.wo.indels.fasta.chr-1	3582086	3582594
14-23s.whole.wo.indels.fasta.chr-1	4212141	4213456
14-23s.whole.wo.indels.fasta.chr-1	4353686	4356376
14-23s.whole.wo.indels.fasta.chr-1	4494271	4495201
14-23s.whole.wo.indels.fasta.chr-1	4551326	4551436
14-23s.whole.wo.indels.fasta.chr-1	4554305	4555161
14-23s.whole.wo.indels.fasta.chr-1	4558633	4559110
14-23s.whole.wo.indels.fasta.chr-1	4560504	4561983
14-23s.whole.wo.indels.fasta.chr-1	4586048	4587325
14-23s.whole.wo.indels.fasta.chr-1	4667478	4667574
14-23s.whole.wo.indels.fasta.chr-1	4692449	4695925
14-23s.whole.wo.indels.fasta.chr-1	4708859	4714275
14-23s.whole.wo.indels.fasta.chr-1	4912510	4913026
14-23s.whole.wo.indels.fasta.chr-1	4942819	4943551
14-23s.whole.wo.indels.fasta.chr-1	5332871	5333976
14-23s.whole.wo.indels.fasta.chr-1	5336292	5337948
14-23s.whole.wo.indels.fasta.chr-1	5360570	5362252
14-23s.whole.wo.indels.fasta.chr-1	5386840	5400477
14-23s.whole.wo.indels.fasta.chr-1	5404112	5404178
14-23s.whole.wo.indels.fasta.chr-1	5419410	5437760
14-23s.whole.wo.indels.fasta.chr-1	5441557	5455753
14-23s.whole.wo.indels.fasta.chr-1	5483828	5486420
14-23s.whole.wo.indels.fasta.chr-1	5487597	5500548
14-23s.whole.wo.indels.fasta.chr-1	5509451	5518571
14-23s.whole.wo.indels.fasta.chr-1	5520916	5534055
14-23s.whole.wo.indels.fasta.chr-1	5535468	5536562
14-23s.whole.wo.indels.fasta.chr-1	5541131	5541703
14-23s.whole.wo.indels.fasta.chr-1	5551017	5551820
14-23s.whole.wo.indels.fasta.chr-1	5553139	5554505
14-23s.whole.wo.indels.fasta.chr-1	5556758	5559634
14-23s.whole.wo.indels.fasta.chr-1	5563287	5565385
14-23s.whole.wo.indels.fasta.chr-1	5579846	5580017
14-23s.whole.wo.indels.fasta.chr-1	5584127	5592435
14-23s.whole.wo.indels.fasta.chr-1	5593627	5593915
14-23s.whole.wo.indels.fasta.chr-1	5597251	5600730
14-23s.whole.wo.indels.fasta.chr-1	5604849	5610308
14-23s.whole.wo.indels.fasta.chr-1	5612328	5620468
14-23s.whole.wo.indels.fasta.chr-1	5622394	5634820
14-23s.whole.wo.indels.fasta.chr-1	5641039	5641985
14-23s.whole.wo.indels.fasta.chr-1	5644050	5645404
14-23s.whole.wo.indels.fasta.chr-1	5681810	5683700
14-23s.whole.wo.indels.fasta.chr-1	5689092	5690979
14-23s.whole.wo.indels.fasta.chr-1	5697368	5707836
14-23s.whole.wo.indels.fasta.chr-1	5718293	5737684
14-23s.whole.wo.indels.fasta.chr-1	5738869	5739196
14-23s.whole.wo.indels.fasta.chr-1	5749612	5750134
14-23s.whole.wo.indels.fasta.chr-1	5756391	5756673
14-23s.whole.wo.indels.fasta.chr-1	5759267	5766741
14-23s.whole.wo.indels.fasta.chr-1	5782727	5783934
14-23s.whole.wo.indels.fasta.chr-1	5802889	5803456
14-23s.whole.wo.indels.fasta.chr-1	5807795	5810194
14-23s.whole.wo.indels.fasta.chr-1	5811835	5812200
14-23s.whole.wo.indels.fasta.chr-1	5823601	5824060
14-23s.whole.wo.indels.fasta.chr-1	5830639	5831804
14-23s.whole.wo.indels.fasta.chr-1	5840908	5843866
14-23s.whole.wo.indels.fasta.chr-1	5845225	5848640
14-23s.whole.wo.indels.fasta.chr-1	5850380	5851280
14-23s.whole.wo.indels.fasta.chr-1	5854374	5859737
14-23s.whole.wo.indels.fasta.chr-1	5860902	5861349
14-23s.whole.wo.indels.fasta.chr-1	5863076	5870726
14-23s.whole.wo.indels.fasta.chr-1	5873321	5880433
14-23s.whole.wo.indels.fasta.chr-1	5887914	5889581
14-23s.whole.wo.indels.fasta.chr-1	5953615	5954104
14-23s.whole.wo.indels.fasta.chr-1	5955595	5956794
14-23s.whole.wo.indels.fasta.chr-1	6055957	6056302
14-23s.whole.wo.indels.fasta.chr-1	6057370	6057977
14-23s.whole.wo.indels.fasta.chr-1	6318306	6319168
14-23s.whole.wo.indels.fasta.chr-1	6328098	6332044
14-23s.whole.wo.indels.fasta.chr-1	6336292	6337176
14-23s.whole.wo.indels.fasta.chr-1	6338648	6338885
14-23s.whole.wo.indels.fasta.chr-1	6340597	6341994
14-23s.whole.wo.indels.fasta.chr-1	6345328	6346201
14-23s.whole.wo.indels.fasta.chr-1	6347356	6347670
14-23s.whole.wo.indels.fasta.chr-1	6363879	6364840
14-23s.whole.wo.indels.fasta.chr-1	6395338	6396658
14-23s.whole.wo.indels.fasta.chr-1	6400527	6416811
14-23s.whole.wo.indels.fasta.chr-1	6418753	6419406
14-23s.whole.wo.indels.fasta.chr-1	6421895	6422783
14-23s.whole.wo.indels.fasta.chr-1	6442257	6448909
14-23s.whole.wo.indels.fasta.chr-1	6451103	6457284
14-23s.whole.wo.indels.fasta.chr-1	6493280	6500308
14-23s.whole.wo.indels.fasta.chr-1	6501960	6505260
14-23s.whole.wo.indels.fasta.chr-1	6507616	6508918
14-23s.whole.wo.indels.fasta.chr-1	6511968	6513184
14-23s.whole.wo.indels.fasta.chr-1	6518140	6518344
14-23s.whole.wo.indels.fasta.chr-1	6521163	6522313
14-23s.whole.wo.indels.fasta.chr-1	6523850	6524823
14-23s.whole.wo.indels.fasta.chr-1	6527728	6527826
14-23s.whole.wo.indels.fasta.chr-1	6538516	6542818
14-23s.whole.wo.indels.fasta.chr-1	6546542	6547232
14-23s.whole.wo.indels.fasta.chr-1	6548657	6549940
14-23s.whole.wo.indels.fasta.chr-1	6552025	6557046
14-23s.whole.wo.indels.fasta.chr-1	6561343	6562014
14-23s.whole.wo.indels.fasta.chr-1	6566717	6570134
14-23s.whole.wo.indels.fasta.chr-1	6573341	6575121
14-23s.whole.wo.indels.fasta.chr-1	6579361	6582385
14-23s.whole.wo.indels.fasta.chr-1	6583831	6586922
14-23s.whole.wo.indels.fasta.chr-1	6591428	6593492
14-23s.whole.wo.indels.fasta.chr-1	6599694	6600754
14-23s.whole.wo.indels.fasta.chr-1	6602813	6603513
14-23s.whole.wo.indels.fasta.chr-1	6611291	6611615
14-23s.whole.wo.indels.fasta.chr-1	6613133	6620012
14-23s.whole.wo.indels.fasta.chr-1	6628976	6629125
14-23s.whole.wo.indels.fasta.chr-1	6634140	6639796
14-23s.whole.wo.indels.fasta.chr-1	6642174	6648339
14-23s.whole.wo.indels.fasta.chr-1	6649745	6651180
14-23s.whole.wo.indels.fasta.chr-1	6652993	6655343
14-23s.whole.wo.indels.fasta.chr-1	6660729	6661897
14-23s.whole.wo.indels.fasta.chr-1	6666833	6676020
14-23s.whole.wo.indels.fasta.chr-1	6678208	6678690
14-23s.whole.wo.indels.fasta.chr-1	6680642	6682326
14-23s.whole.wo.indels.fasta.chr-1	6687729	6690639
14-23s.whole.wo.indels.fasta.chr-1	6692389	6702843
14-23s.whole.wo.indels.fasta.chr-1	6705055	6705213
14-23s.whole.wo.indels.fasta.chr-1	6712757	6713310
14-23s.whole.wo.indels.fasta.chr-1	6715468	6748032
14-23s.whole.wo.indels.fasta.chr-1	6749188	6768801
14-23s.whole.wo.indels.fasta.chr-1	6771234	6773381
14-23s.whole.wo.indels.fasta.chr-1	6774575	6775875
14-23s.whole.wo.indels.fasta.chr-1	6783152	6784044
14-23s.whole.wo.indels.fasta.chr-1	6788056	6788931
14-23s.whole.wo.indels.fasta.chr-1	6789894	6791812
14-23s.whole.wo.indels.fasta.chr-1	6795329	6796866
14-23s.whole.wo.indels.fasta.chr-1	6798251	6807689
14-23s.whole.wo.indels.fasta.chr-1	6810102	6828354
14-23s.whole.wo.indels.fasta.chr-1	6830123	6831076
14-23s.whole.wo.indels.fasta.chr-1	6835343	6837609
14-23s.whole.wo.indels.fasta.chr-1	6844667	6847386
14-23s.whole.wo.indels.fasta.chr-1	6849057	6851984
14-23s.whole.wo.indels.fasta.chr-1	6857648	6858682
14-23s.whole.wo.indels.fasta.chr-1	6862976	6863411
14-23s.whole.wo.indels.fasta.chr-1	6864581	6875248
14-23s.whole.wo.indels.fasta.chr-1	6880596	6886679
14-23s.whole.wo.indels.fasta.chr-1	6887803	6897329
14-23s.whole.wo.indels.fasta.chr-1	6899451	6925151
14-23s.whole.wo.indels.fasta.chr-1	6927148	6934983
142-2.whole.wo.indels.fasta.chr-1	25375	25391
142-2.whole.wo.indels.fasta.chr-1	497007	497041
142-2.whole.wo.indels.fasta.chr-1	1773024	1773108
142-2.whole.wo.indels.fasta.chr-1	2665795	2665882
142-2.whole.wo.indels.fasta.chr-1	4942300	4942456
142-2.whole.wo.indels.fasta.chr-1	5717002	5717014
142-2.whole.wo.indels.fasta.chr-1	5732015	5732213
142-2.whole.wo.indels.fasta.chr-1	6842363	6842585
142-2.whole.wo.indels.fasta.chr-1	6853314	6853358
142-2.whole.wo.indels.fasta.chr-1	6867103	6867189
142-2.whole.wo.indels.fasta.chr-1	6870540	6876842
