Parameter	Posterior Mean	Posterior Variance	a_post	b_post
As_691-1.whole.wo.indels.fasta.chr-4	6.89174e-07	2.39652e-13	1.98188	2.87573e+06
As_692-1.whole.wo.indels.fasta.chr-4	2.02071e-06	7.02623e-13	5.81145	2.87595e+06
As_711-2.whole.wo.indels.fasta.chr-4	6.8873e-07	2.3949e-13	1.98066	2.87582e+06
As_720-3.whole.wo.indels.fasta.chr-4	2.38619e-06	8.29712e-13	6.86247	2.87592e+06
As_732-1.whole.wo.indels.fasta.chr-4	6.86836e-07	2.38791e-13	1.97555	2.87631e+06
As_737-1.whole.wo.indels.fasta.chr-4	3.06329e-06	1.06528e-12	8.80877	2.87559e+06
As_739-3.whole.wo.indels.fasta.chr-4	8.80536e-05	3.16717e-11	244.807	2.7802e+06
As_746-1.whole.wo.indels.fasta.chr-4	6.88931e-07	2.39602e-13	1.9809	2.87532e+06
As_749-3.whole.wo.indels.fasta.chr-4	5.54386e-05	1.98208e-11	155.062	2.797e+06
As_754-2.whole.wo.indels.fasta.chr-4	1.70868e-06	5.94158e-13	4.91383	2.8758e+06
As_774-1.whole.wo.indels.fasta.chr-4	1.2937e-06	4.49841e-13	3.72053	2.87589e+06
As_CONR4D.whole.wo.indels.fasta.chr-4	6.90397e-07	2.40064e-13	1.9855	2.87589e+06
As_CONRI4.whole.wo.indels.fasta.chr-4	2.38983e-06	8.31039e-13	6.87249	2.87572e+06
As_OONR2J.whole.wo.indels.fasta.chr-4	3.40606e-06	1.18448e-12	9.79442	2.87558e+06
As_T2R3B.whole.wo.indels.fasta.chr-4	2.33959e-06	8.13559e-13	6.72806	2.87575e+06
NODE_49	8.21112e-05	3.03062e-11	222.471	2.70938e+06
NODE_50	3.23051e-05	1.13802e-11	91.7051	2.83872e+06
NODE_51	7.17512e-05	2.56598e-11	200.634	2.79625e+06
NODE_52	3.5291e-05	1.24282e-11	100.212	2.8396e+06
NODE_53	3.08334e-05	1.08011e-11	88.0187	2.85466e+06
NODE_54	9.31955e-06	3.25724e-12	26.6649	2.86118e+06
NODE_55	1.78451e-05	6.23235e-12	51.0962	2.86331e+06
NODE_56	1.83176e-05	6.42392e-12	52.2319	2.85147e+06
NODE_57	1.66011e-05	5.79961e-12	47.5201	2.86246e+06
NODE_58	2.79763e-05	9.78532e-12	79.9843	2.859e+06
NODE_59	6.86231e-07	2.38589e-13	1.97374	2.8762e+06
NODE_60	7.53593e-05	2.68678e-11	211.369	2.80481e+06
NODE_61	1.12684e-05	3.94264e-12	32.2059	2.85808e+06
NODE_62	1.36336e-06	4.74048e-13	3.92101	2.87599e+06
NODE_63	1.02465e-06	3.56242e-13	2.94718	2.87628e+06
NODE_64	8.34961e-05	2.98255e-11	233.746	2.79948e+06
NODE_65	4.17347e-05	1.4825e-11	117.49	2.81516e+06
NODE_66	6.8672e-07	2.38737e-13	1.97533	2.87647e+06
NODE_67	1.10149e-05	3.83279e-12	31.6555	2.87387e+06
NODE_68	3.77424e-06	1.32348e-12	10.7632	2.85175e+06
NODE_69	6.86706e-07	2.38766e-13	1.97501	2.87606e+06
NODE_70	6.85879e-07	2.38446e-13	1.9729	2.87646e+06
NODE_71	3.48056e-07	1.21008e-13	1.00112	2.87632e+06
NODE_72	6.86875e-07	2.38792e-13	1.97577	2.87646e+06
NODE_73	3.47651e-07	1.20861e-13	1	2.87646e+06
NODE_74	3.48114e-07	1.21021e-13	1.00134	2.87646e+06
NODE_75	8.58612e-06	2.99366e-12	24.6258	2.8681e+06
NODE_76	1.70292e-06	5.94382e-13	4.87893	2.86503e+06
NODE_77	3.63144e-05	1.26733e-11	104.056	2.86543e+06
NODE_78	3.48653e-07	1.2122e-13	1.0028	2.8762e+06
NODE_79	8.33152e-05	2.96334e-11	234.243	2.81153e+06
NODE_80	2.53164e-05	8.95377e-12	71.5813	2.82746e+06
NODE_81	2.37865e-06	8.26982e-13	6.84169	2.8763e+06
NODE_82	5.01258e-05	1.7703e-11	141.93	2.83148e+06
NODE_83	6.87559e-07	2.39036e-13	1.97768	2.87638e+06
NODE_84	6.85983e-07	2.38487e-13	1.97316	2.8764e+06
NODE_85	6.85935e-07	2.38458e-13	1.97313	2.87655e+06
NODE_86	8.48331e-06	2.96665e-12	24.2585	2.85956e+06
NODE_87	6.83395e-06	2.37899e-12	19.6313	2.87262e+06
NODE_88	5.11305e-05	1.80474e-11	144.859	2.83313e+06
NODE_89	3.47653e-07	1.20862e-13	1.00001	2.87645e+06
NODE_90	3.48489e-07	1.21159e-13	1.00235	2.87629e+06
NODE_91	3.48467e-07	1.21145e-13	1.00235	2.87644e+06
NODE_92	3.48077e-07	1.21015e-13	1.00118	2.87632e+06
NODE_93	1.02574e-06	3.5661e-13	2.95041	2.87637e+06
