Node	Beg	End
14-23s.whole.wo.indels.fasta.chr-6	189577	190822
14-23s.whole.wo.indels.fasta.chr-6	191640	197041
14-23s.whole.wo.indels.fasta.chr-6	204711	205939
14-23s.whole.wo.indels.fasta.chr-6	225710	226600
14-23s.whole.wo.indels.fasta.chr-6	232686	236595
14-23s.whole.wo.indels.fasta.chr-6	261146	262088
14-23s.whole.wo.indels.fasta.chr-6	262868	264186
14-23s.whole.wo.indels.fasta.chr-6	270845	272843
14-23s.whole.wo.indels.fasta.chr-6	275745	276037
14-23s.whole.wo.indels.fasta.chr-6	278645	286062
14-23s.whole.wo.indels.fasta.chr-6	293589	294225
14-23s.whole.wo.indels.fasta.chr-6	300219	301653
14-23s.whole.wo.indels.fasta.chr-6	385834	386014
14-23s.whole.wo.indels.fasta.chr-6	397899	398976
14-23s.whole.wo.indels.fasta.chr-6	399898	401348
14-23s.whole.wo.indels.fasta.chr-6	402962	403356
14-23s.whole.wo.indels.fasta.chr-6	405837	408148
14-23s.whole.wo.indels.fasta.chr-6	412965	413497
14-23s.whole.wo.indels.fasta.chr-6	416115	417248
14-23s.whole.wo.indels.fasta.chr-6	417922	418971
14-23s.whole.wo.indels.fasta.chr-6	420164	420960
14-23s.whole.wo.indels.fasta.chr-6	427040	431957
14-23s.whole.wo.indels.fasta.chr-6	439886	440990
14-23s.whole.wo.indels.fasta.chr-6	444999	446585
14-23s.whole.wo.indels.fasta.chr-6	447308	447504
14-23s.whole.wo.indels.fasta.chr-6	454696	456197
14-23s.whole.wo.indels.fasta.chr-6	464167	464792
14-23s.whole.wo.indels.fasta.chr-6	469111	469637
14-23s.whole.wo.indels.fasta.chr-6	471218	471630
14-23s.whole.wo.indels.fasta.chr-6	473393	476489
14-23s.whole.wo.indels.fasta.chr-6	477661	477890
14-23s.whole.wo.indels.fasta.chr-6	486934	489817
14-23s.whole.wo.indels.fasta.chr-6	490689	491045
14-23s.whole.wo.indels.fasta.chr-6	491906	492178
14-23s.whole.wo.indels.fasta.chr-6	493915	494764
14-23s.whole.wo.indels.fasta.chr-6	505935	508934
14-23s.whole.wo.indels.fasta.chr-6	515199	516647
14-23s.whole.wo.indels.fasta.chr-6	524036	524857
14-23s.whole.wo.indels.fasta.chr-6	528377	529728
14-23s.whole.wo.indels.fasta.chr-6	534171	534922
14-23s.whole.wo.indels.fasta.chr-6	548085	548705
14-23s.whole.wo.indels.fasta.chr-6	549624	550406
14-23s.whole.wo.indels.fasta.chr-6	553726	560260
14-23s.whole.wo.indels.fasta.chr-6	561523	561892
14-23s.whole.wo.indels.fasta.chr-6	563039	565260
14-23s.whole.wo.indels.fasta.chr-6	566109	568616
14-23s.whole.wo.indels.fasta.chr-6	573081	573656
14-23s.whole.wo.indels.fasta.chr-6	583961	584824
14-23s.whole.wo.indels.fasta.chr-6	592673	597159
14-23s.whole.wo.indels.fasta.chr-6	614268	615544
14-23s.whole.wo.indels.fasta.chr-6	618399	619421
14-23s.whole.wo.indels.fasta.chr-6	628825	630530
14-23s.whole.wo.indels.fasta.chr-6	633536	633715
14-23s.whole.wo.indels.fasta.chr-6	638161	638524
14-23s.whole.wo.indels.fasta.chr-6	696111	697451
14-23s.whole.wo.indels.fasta.chr-6	710431	710927
14-23s.whole.wo.indels.fasta.chr-6	741394	742127
14-23s.whole.wo.indels.fasta.chr-6	769299	769946
14-23s.whole.wo.indels.fasta.chr-6	772937	773557
14-23s.whole.wo.indels.fasta.chr-6	782186	782930
14-23s.whole.wo.indels.fasta.chr-6	790206	794000
14-23s.whole.wo.indels.fasta.chr-6	794794	796092
14-23s.whole.wo.indels.fasta.chr-6	828463	830953
14-23s.whole.wo.indels.fasta.chr-6	833255	835082
14-23s.whole.wo.indels.fasta.chr-6	835823	842798
14-23s.whole.wo.indels.fasta.chr-6	846153	847337
14-23s.whole.wo.indels.fasta.chr-6	864214	865575
14-23s.whole.wo.indels.fasta.chr-6	870381	883105
14-23s.whole.wo.indels.fasta.chr-6	888306	889139
14-23s.whole.wo.indels.fasta.chr-6	917306	920134
14-23s.whole.wo.indels.fasta.chr-6	932442	933800
14-23s.whole.wo.indels.fasta.chr-6	936013	937907
14-23s.whole.wo.indels.fasta.chr-6	939042	941061
14-23s.whole.wo.indels.fasta.chr-6	942723	943011
14-23s.whole.wo.indels.fasta.chr-6	949240	950396
14-23s.whole.wo.indels.fasta.chr-6	956600	958451
14-23s.whole.wo.indels.fasta.chr-6	966204	967665
14-23s.whole.wo.indels.fasta.chr-6	975081	976272
14-23s.whole.wo.indels.fasta.chr-6	985869	986756
14-23s.whole.wo.indels.fasta.chr-6	987510	992698
14-23s.whole.wo.indels.fasta.chr-6	994593	996276
14-23s.whole.wo.indels.fasta.chr-6	1003537	1005359
14-23s.whole.wo.indels.fasta.chr-6	1007396	1011249
14-23s.whole.wo.indels.fasta.chr-6	1011984	1012333
14-23s.whole.wo.indels.fasta.chr-6	1014446	1014843
14-23s.whole.wo.indels.fasta.chr-6	1029229	1029402
14-23s.whole.wo.indels.fasta.chr-6	1033631	1036386
14-23s.whole.wo.indels.fasta.chr-6	1040595	1041776
14-23s.whole.wo.indels.fasta.chr-6	1043255	1045056
14-23s.whole.wo.indels.fasta.chr-6	1047688	1048441
14-23s.whole.wo.indels.fasta.chr-6	1052466	1052771
14-23s.whole.wo.indels.fasta.chr-6	1060239	1065081
14-23s.whole.wo.indels.fasta.chr-6	1068366	1070376
14-23s.whole.wo.indels.fasta.chr-6	1074172	1074649
14-23s.whole.wo.indels.fasta.chr-6	1099305	1099905
14-23s.whole.wo.indels.fasta.chr-6	1152410	1152494
14-23s.whole.wo.indels.fasta.chr-6	1155748	1158968
14-23s.whole.wo.indels.fasta.chr-6	1160700	1163999
14-23s.whole.wo.indels.fasta.chr-6	1165840	1167943
14-23s.whole.wo.indels.fasta.chr-6	1170017	1172101
14-23s.whole.wo.indels.fasta.chr-6	1173469	1175418
14-23s.whole.wo.indels.fasta.chr-6	1177552	1179034
14-23s.whole.wo.indels.fasta.chr-6	1180724	1186007
14-23s.whole.wo.indels.fasta.chr-6	1196006	1197369
14-23s.whole.wo.indels.fasta.chr-6	1201576	1202054
14-23s.whole.wo.indels.fasta.chr-6	1271176	1272189
14-23s.whole.wo.indels.fasta.chr-6	1279913	1282839
14-23s.whole.wo.indels.fasta.chr-6	1295599	1298150
14-23s.whole.wo.indels.fasta.chr-6	1320413	1320885
14-23s.whole.wo.indels.fasta.chr-6	1323607	1324793
14-23s.whole.wo.indels.fasta.chr-6	1327214	1327322
14-23s.whole.wo.indels.fasta.chr-6	1335821	1336460
14-23s.whole.wo.indels.fasta.chr-6	1337559	1338332
14-23s.whole.wo.indels.fasta.chr-6	1398985	1399542
14-23s.whole.wo.indels.fasta.chr-6	1401030	1401951
14-23s.whole.wo.indels.fasta.chr-6	1419051	1419192
14-23s.whole.wo.indels.fasta.chr-6	1452560	1453117
14-23s.whole.wo.indels.fasta.chr-6	1470718	1470780
14-23s.whole.wo.indels.fasta.chr-6	1471798	1475307
14-23s.whole.wo.indels.fasta.chr-6	1479342	1479756
14-23s.whole.wo.indels.fasta.chr-6	1486783	1489347
14-23s.whole.wo.indels.fasta.chr-6	1490719	1493582
14-23s.whole.wo.indels.fasta.chr-6	1494634	1495233
14-23s.whole.wo.indels.fasta.chr-6	1497428	1501332
14-23s.whole.wo.indels.fasta.chr-6	1504254	1509346
14-23s.whole.wo.indels.fasta.chr-6	1510162	1521267
14-23s.whole.wo.indels.fasta.chr-6	1527604	1531415
14-23s.whole.wo.indels.fasta.chr-6	1533493	1534141
14-23s.whole.wo.indels.fasta.chr-6	1539337	1540217
14-23s.whole.wo.indels.fasta.chr-6	1551861	1553847
14-23s.whole.wo.indels.fasta.chr-6	1556565	1557349
14-23s.whole.wo.indels.fasta.chr-6	1561651	1561758
14-23s.whole.wo.indels.fasta.chr-6	1570862	1572182
14-23s.whole.wo.indels.fasta.chr-6	1573654	1579655
14-23s.whole.wo.indels.fasta.chr-6	1586470	1587872
14-23s.whole.wo.indels.fasta.chr-6	1589715	1590444
14-23s.whole.wo.indels.fasta.chr-6	1594158	1595065
14-23s.whole.wo.indels.fasta.chr-6	1600792	1601067
14-23s.whole.wo.indels.fasta.chr-6	1638063	1639529
14-23s.whole.wo.indels.fasta.chr-6	1640457	1640854
14-23s.whole.wo.indels.fasta.chr-6	1642685	1643473
14-23s.whole.wo.indels.fasta.chr-6	1646289	1646889
14-23s.whole.wo.indels.fasta.chr-6	1649486	1651344
14-23s.whole.wo.indels.fasta.chr-6	1654414	1656665
14-23s.whole.wo.indels.fasta.chr-6	1670381	1671257
14-23s.whole.wo.indels.fasta.chr-6	1672811	1673048
14-23s.whole.wo.indels.fasta.chr-6	1674354	1675800
14-23s.whole.wo.indels.fasta.chr-6	1685916	1686992
14-23s.whole.wo.indels.fasta.chr-6	1692499	1696205
14-23s.whole.wo.indels.fasta.chr-6	1698794	1699009
14-23s.whole.wo.indels.fasta.chr-6	1703207	1704390
14-23s.whole.wo.indels.fasta.chr-6	1705651	1705896
14-23s.whole.wo.indels.fasta.chr-6	1710762	1713525
14-23s.whole.wo.indels.fasta.chr-6	1716458	1718566
14-23s.whole.wo.indels.fasta.chr-6	1720226	1723154
14-23s.whole.wo.indels.fasta.chr-6	1730709	1731784
14-23s.whole.wo.indels.fasta.chr-6	1741753	1742495
14-23s.whole.wo.indels.fasta.chr-6	1745273	1745722
14-23s.whole.wo.indels.fasta.chr-6	1756004	1756745
14-23s.whole.wo.indels.fasta.chr-6	1759188	1765751
14-23s.whole.wo.indels.fasta.chr-6	1769096	1772741
14-23s.whole.wo.indels.fasta.chr-6	1778391	1778694
14-23s.whole.wo.indels.fasta.chr-6	1782679	1783867
14-23s.whole.wo.indels.fasta.chr-6	1801072	1804170
14-23s.whole.wo.indels.fasta.chr-6	1805190	1806084
14-23s.whole.wo.indels.fasta.chr-6	1814581	1815263
14-23s.whole.wo.indels.fasta.chr-6	1825740	1829882
14-23s.whole.wo.indels.fasta.chr-6	1831060	1837013
14-23s.whole.wo.indels.fasta.chr-6	1838655	1840252
14-23s.whole.wo.indels.fasta.chr-6	1841464	1847601
14-23s.whole.wo.indels.fasta.chr-6	1848274	1849079
14-23s.whole.wo.indels.fasta.chr-6	1850353	1864416
14-23s.whole.wo.indels.fasta.chr-6	1866199	1874958
14-23s.whole.wo.indels.fasta.chr-6	1877003	1877400
14-23s.whole.wo.indels.fasta.chr-6	1878292	1882350
14-23s.whole.wo.indels.fasta.chr-6	1883408	1886578
14-23s.whole.wo.indels.fasta.chr-6	1887766	1888216
14-23s.whole.wo.indels.fasta.chr-6	1891234	1892175
14-23s.whole.wo.indels.fasta.chr-6	1895777	1896253
14-23s.whole.wo.indels.fasta.chr-6	1902187	1903009
14-23s.whole.wo.indels.fasta.chr-6	1905145	1905870
14-23s.whole.wo.indels.fasta.chr-6	1909711	1910183
14-23s.whole.wo.indels.fasta.chr-6	1912948	1914813
14-23s.whole.wo.indels.fasta.chr-6	1917040	1925186
14-23s.whole.wo.indels.fasta.chr-6	1928819	1930558
14-23s.whole.wo.indels.fasta.chr-6	1934142	1935440
14-23s.whole.wo.indels.fasta.chr-6	1936248	1937525
14-23s.whole.wo.indels.fasta.chr-6	1940179	1940358
14-23s.whole.wo.indels.fasta.chr-6	1947308	1948280
14-23s.whole.wo.indels.fasta.chr-6	1950942	1954926
14-23s.whole.wo.indels.fasta.chr-6	1956292	1958675
14-23s.whole.wo.indels.fasta.chr-6	1994789	1995838
14-23s.whole.wo.indels.fasta.chr-6	1998425	1999501
14-23s.whole.wo.indels.fasta.chr-6	2004964	2006140
14-23s.whole.wo.indels.fasta.chr-6	2007959	2008607
14-23s.whole.wo.indels.fasta.chr-6	2011326	2013026
14-23s.whole.wo.indels.fasta.chr-6	2026072	2028860
14-23s.whole.wo.indels.fasta.chr-6	2048329	2048426
14-23s.whole.wo.indels.fasta.chr-6	2058750	2058973
14-23s.whole.wo.indels.fasta.chr-6	2078753	2079868
14-23s.whole.wo.indels.fasta.chr-6	2082301	2084746
14-23s.whole.wo.indels.fasta.chr-6	2086887	2127829
14-23s.whole.wo.indels.fasta.chr-6	2128611	2133892
14-23s.whole.wo.indels.fasta.chr-6	2136697	2137012
14-23s.whole.wo.indels.fasta.chr-6	2174972	2175918
14-23s.whole.wo.indels.fasta.chr-6	2177681	2179488
14-23s.whole.wo.indels.fasta.chr-6	2181112	2181511
14-23s.whole.wo.indels.fasta.chr-6	2206811	2210056
14-23s.whole.wo.indels.fasta.chr-6	2214073	2214421
14-23s.whole.wo.indels.fasta.chr-6	2216840	2219172
14-23s.whole.wo.indels.fasta.chr-6	2230806	2235477
14-23s.whole.wo.indels.fasta.chr-6	2238020	2238886
14-23s.whole.wo.indels.fasta.chr-6	2264359	2265527
14-23s.whole.wo.indels.fasta.chr-6	2270215	2272618
14-23s.whole.wo.indels.fasta.chr-6	2294710	2295433
14-23s.whole.wo.indels.fasta.chr-6	2296147	2297397
14-23s.whole.wo.indels.fasta.chr-6	2306255	2307045
14-23s.whole.wo.indels.fasta.chr-6	2307830	2315951
14-23s.whole.wo.indels.fasta.chr-6	2334638	2335047
14-23s.whole.wo.indels.fasta.chr-6	2338983	2341608
14-23s.whole.wo.indels.fasta.chr-6	2346642	2349090
14-23s.whole.wo.indels.fasta.chr-6	2356807	2360283
14-23s.whole.wo.indels.fasta.chr-6	2365375	2371580
14-23s.whole.wo.indels.fasta.chr-6	2373956	2376210
14-23s.whole.wo.indels.fasta.chr-6	2378271	2380442
14-23s.whole.wo.indels.fasta.chr-6	2383261	2388957
14-23s.whole.wo.indels.fasta.chr-6	2390468	2391989
14-23s.whole.wo.indels.fasta.chr-6	2411369	2412294
14-23s.whole.wo.indels.fasta.chr-6	2416375	2416904
14-23s.whole.wo.indels.fasta.chr-6	2418504	2419352
14-23s.whole.wo.indels.fasta.chr-6	2433631	2434908
14-23s.whole.wo.indels.fasta.chr-6	2435803	2436862
14-23s.whole.wo.indels.fasta.chr-6	2457190	2457287
14-23s.whole.wo.indels.fasta.chr-6	2461856	2462187
14-23s.whole.wo.indels.fasta.chr-6	2475681	2476477
14-23s.whole.wo.indels.fasta.chr-6	2477576	2478546
14-23s.whole.wo.indels.fasta.chr-6	2479346	2480609
14-23s.whole.wo.indels.fasta.chr-6	2481686	2482237
14-23s.whole.wo.indels.fasta.chr-6	2483498	2484224
14-23s.whole.wo.indels.fasta.chr-6	2489750	2489897
14-23s.whole.wo.indels.fasta.chr-6	2498147	2501402
14-23s.whole.wo.indels.fasta.chr-6	2506861	2508289
14-23s.whole.wo.indels.fasta.chr-6	2511072	2511784
14-23s.whole.wo.indels.fasta.chr-6	2520162	2520250
14-23s.whole.wo.indels.fasta.chr-6	2520921	2521529
14-23s.whole.wo.indels.fasta.chr-6	2533231	2536010
14-23s.whole.wo.indels.fasta.chr-6	2538114	2541020
14-23s.whole.wo.indels.fasta.chr-6	2542556	2542902
14-23s.whole.wo.indels.fasta.chr-6	2555042	2555465
14-23s.whole.wo.indels.fasta.chr-6	2564951	2568898
14-23s.whole.wo.indels.fasta.chr-6	2573421	2574555
14-23s.whole.wo.indels.fasta.chr-6	2576131	2581446
14-23s.whole.wo.indels.fasta.chr-6	2583540	2589371
142-2.whole.wo.indels.fasta.chr-6	2288837	2288872
142-2.whole.wo.indels.fasta.chr-6	2374167	2374222
142-2.whole.wo.indels.fasta.chr-6	2392683	2392695
144-2.whole.wo.indels.fasta.chr-6	2407375	2407410
15-183s.whole.wo.indels.fasta.chr-6	748	13470
15-183s.whole.wo.indels.fasta.chr-6	15417	17612
15-183s.whole.wo.indels.fasta.chr-6	18566	19214
15-183s.whole.wo.indels.fasta.chr-6	20946	21637
15-183s.whole.wo.indels.fasta.chr-6	23121	25572
15-183s.whole.wo.indels.fasta.chr-6	26325	36756
15-183s.whole.wo.indels.fasta.chr-6	37831	37962
15-183s.whole.wo.indels.fasta.chr-6	91632	99516
15-183s.whole.wo.indels.fasta.chr-6	141829	142178
15-183s.whole.wo.indels.fasta.chr-6	143432	144391
15-183s.whole.wo.indels.fasta.chr-6	146694	148510
15-183s.whole.wo.indels.fasta.chr-6	198427	205383
15-183s.whole.wo.indels.fasta.chr-6	210764	210941
15-183s.whole.wo.indels.fasta.chr-6	217073	217749
15-183s.whole.wo.indels.fasta.chr-6	219230	224636
15-183s.whole.wo.indels.fasta.chr-6	547749	550118
15-183s.whole.wo.indels.fasta.chr-6	785974	787296
15-183s.whole.wo.indels.fasta.chr-6	796376	797494
15-183s.whole.wo.indels.fasta.chr-6	1162520	1162914
15-183s.whole.wo.indels.fasta.chr-6	1169669	1171337
15-183s.whole.wo.indels.fasta.chr-6	1173469	1174296
15-183s.whole.wo.indels.fasta.chr-6	1306771	1307137
15-183s.whole.wo.indels.fasta.chr-6	1309135	1309381
15-183s.whole.wo.indels.fasta.chr-6	1618293	1618406
15-183s.whole.wo.indels.fasta.chr-6	1625726	1626579
15-183s.whole.wo.indels.fasta.chr-6	1631262	1631449
15-183s.whole.wo.indels.fasta.chr-6	1646289	1647150
15-183s.whole.wo.indels.fasta.chr-6	1648539	1648545
15-183s.whole.wo.indels.fasta.chr-6	1651313	1653708
15-183s.whole.wo.indels.fasta.chr-6	1686447	1686992
15-183s.whole.wo.indels.fasta.chr-6	1754250	1754508
15-183s.whole.wo.indels.fasta.chr-6	1850839	1852610
15-183s.whole.wo.indels.fasta.chr-6	1956666	1956819
15-19s.whole.wo.indels.fasta.chr-6	2131078	2131400
15-19s.whole.wo.indels.fasta.chr-6	2546152	2546188
15-1s.whole.wo.indels.fasta.chr-6	287973	288025
15-1s.whole.wo.indels.fasta.chr-6	288870	290179
15-1s.whole.wo.indels.fasta.chr-6	294568	295166
15-1s.whole.wo.indels.fasta.chr-6	1168061	1168097
15-1s.whole.wo.indels.fasta.chr-6	2131072	2131638
15-1s.whole.wo.indels.fasta.chr-6	2271694	2271770
15-1s.whole.wo.indels.fasta.chr-6	2349757	2349932
15-1s.whole.wo.indels.fasta.chr-6	2354055	2354475
15-1s.whole.wo.indels.fasta.chr-6	2416510	2416806
15-1s.whole.wo.indels.fasta.chr-6	2418477	2419295
15-1s.whole.wo.indels.fasta.chr-6	2432419	2433046
15-1s.whole.wo.indels.fasta.chr-6	2475375	2475746
15-1s.whole.wo.indels.fasta.chr-6	2476576	2477488
15-1s.whole.wo.indels.fasta.chr-6	2478448	2479418
15-1s.whole.wo.indels.fasta.chr-6	2482047	2484407
15-1s.whole.wo.indels.fasta.chr-6	2487369	2487933
15-1s.whole.wo.indels.fasta.chr-6	2489780	2496312
15-1s.whole.wo.indels.fasta.chr-6	2520501	2521609
15-1s.whole.wo.indels.fasta.chr-6	2533209	2542805
15-1s.whole.wo.indels.fasta.chr-6	2545958	2548376
15-1s.whole.wo.indels.fasta.chr-6	2555675	2557104
15-1s.whole.wo.indels.fasta.chr-6	2560028	2560311
15-1s.whole.wo.indels.fasta.chr-6	2564263	2564603
15-1s.whole.wo.indels.fasta.chr-6	2589609	2590027
15-20s.whole.wo.indels.fasta.chr-6	47903	49356
15-20s.whole.wo.indels.fasta.chr-6	54741	56605
15-20s.whole.wo.indels.fasta.chr-6	99746	100495
15-20s.whole.wo.indels.fasta.chr-6	489366	489679
15-20s.whole.wo.indels.fasta.chr-6	1326738	1326771
15-20s.whole.wo.indels.fasta.chr-6	1713405	1713870
15-20s.whole.wo.indels.fasta.chr-6	1718566	1719583
15-20s.whole.wo.indels.fasta.chr-6	1850849	1852609
15-20s.whole.wo.indels.fasta.chr-6	1862566	1863151
15-20s.whole.wo.indels.fasta.chr-6	2181859	2182540
15-20s.whole.wo.indels.fasta.chr-6	2209466	2209998
15-20s.whole.wo.indels.fasta.chr-6	2271694	2271770
15-20s.whole.wo.indels.fasta.chr-6	2280599	2282200
15-20s.whole.wo.indels.fasta.chr-6	2287841	2294369
15-235s.whole.wo.indels.fasta.chr-6	283	1255
15-235s.whole.wo.indels.fasta.chr-6	38815	43874
15-235s.whole.wo.indels.fasta.chr-6	91632	99516
15-235s.whole.wo.indels.fasta.chr-6	106418	111021
15-235s.whole.wo.indels.fasta.chr-6	179332	179961
15-235s.whole.wo.indels.fasta.chr-6	183663	197909
15-235s.whole.wo.indels.fasta.chr-6	219230	224636
15-235s.whole.wo.indels.fasta.chr-6	235628	236595
15-235s.whole.wo.indels.fasta.chr-6	237830	238151
15-235s.whole.wo.indels.fasta.chr-6	257486	258593
15-235s.whole.wo.indels.fasta.chr-6	273778	274946
15-235s.whole.wo.indels.fasta.chr-6	277415	277495
15-235s.whole.wo.indels.fasta.chr-6	280421	280703
15-235s.whole.wo.indels.fasta.chr-6	495113	495496
15-235s.whole.wo.indels.fasta.chr-6	526603	527306
15-235s.whole.wo.indels.fasta.chr-6	784404	785515
15-235s.whole.wo.indels.fasta.chr-6	786775	787307
15-235s.whole.wo.indels.fasta.chr-6	790072	792066
15-235s.whole.wo.indels.fasta.chr-6	793060	793335
15-235s.whole.wo.indels.fasta.chr-6	964841	967665
15-235s.whole.wo.indels.fasta.chr-6	1749759	1750145
15-235s.whole.wo.indels.fasta.chr-6	1759041	1760003
15-235s.whole.wo.indels.fasta.chr-6	1951054	1951741
15-235s.whole.wo.indels.fasta.chr-6	1953254	1954857
15-235s.whole.wo.indels.fasta.chr-6	1956292	1958668
15-235s.whole.wo.indels.fasta.chr-6	2131072	2131668
15-235s.whole.wo.indels.fasta.chr-6	2282078	2282200
15-235s.whole.wo.indels.fasta.chr-6	2306340	2307045
15-235s.whole.wo.indels.fasta.chr-6	2457042	2457881
15-235s.whole.wo.indels.fasta.chr-6	2473968	2475746
15-235s.whole.wo.indels.fasta.chr-6	2495992	2496319
15-235s.whole.wo.indels.fasta.chr-6	2520128	2521375
15-235s.whole.wo.indels.fasta.chr-6	2522869	2523339
15-235s.whole.wo.indels.fasta.chr-6	2529595	2530484
15-235s.whole.wo.indels.fasta.chr-6	2533210	2537173
15-235s.whole.wo.indels.fasta.chr-6	2538273	2542951
15-235s.whole.wo.indels.fasta.chr-6	2545370	2548398
15-235s.whole.wo.indels.fasta.chr-6	2555483	2558919
15-235s.whole.wo.indels.fasta.chr-6	2563806	2564592
15-43s.whole.wo.indels.fasta.chr-6	1163048	1163352
15-43s.whole.wo.indels.fasta.chr-6	1759214	1759460
15-43s.whole.wo.indels.fasta.chr-6	1851664	1851698
15-43s.whole.wo.indels.fasta.chr-6	2128154	2128250
15-43s.whole.wo.indels.fasta.chr-6	2294386	2294429
15-43s.whole.wo.indels.fasta.chr-6	2339333	2339354
151-3.whole.wo.indels.fasta.chr-6	603	1722
151-3.whole.wo.indels.fasta.chr-6	2271694	2271770
151-3.whole.wo.indels.fasta.chr-6	2282187	2282200
152-3.whole.wo.indels.fasta.chr-6	82039	82208
152-4.whole.wo.indels.fasta.chr-6	1851850	1852020
152-4.whole.wo.indels.fasta.chr-6	2288634	2288645
212-2.whole.wo.indels.fasta.chr-6	13512	13673
38-1.whole.wo.indels.fasta.chr-6	263152	263161
38-1.whole.wo.indels.fasta.chr-6	2271830	2271869
45-13.whole.wo.indels.fasta.chr-6	2271694	2271770
54-1.whole.wo.indels.fasta.chr-6	91632	100495
54-1.whole.wo.indels.fasta.chr-6	119278	121255
54-1.whole.wo.indels.fasta.chr-6	122158	122415
54-1.whole.wo.indels.fasta.chr-6	125424	125880
54-1.whole.wo.indels.fasta.chr-6	133445	133539
54-1.whole.wo.indels.fasta.chr-6	140660	140676
54-1.whole.wo.indels.fasta.chr-6	141493	142823
54-1.whole.wo.indels.fasta.chr-6	146559	148510
54-1.whole.wo.indels.fasta.chr-6	198427	205383
54-1.whole.wo.indels.fasta.chr-6	210764	210941
54-1.whole.wo.indels.fasta.chr-6	217073	217749
54-1.whole.wo.indels.fasta.chr-6	219230	224636
54-1.whole.wo.indels.fasta.chr-6	259052	259868
54-1.whole.wo.indels.fasta.chr-6	261146	263114
54-1.whole.wo.indels.fasta.chr-6	263873	264186
54-1.whole.wo.indels.fasta.chr-6	270254	272843
54-1.whole.wo.indels.fasta.chr-6	278645	279118
54-1.whole.wo.indels.fasta.chr-6	287973	290639
54-1.whole.wo.indels.fasta.chr-6	291687	295794
54-1.whole.wo.indels.fasta.chr-6	299418	299542
54-1.whole.wo.indels.fasta.chr-6	308774	311524
54-1.whole.wo.indels.fasta.chr-6	317293	326775
54-1.whole.wo.indels.fasta.chr-6	397581	401563
54-1.whole.wo.indels.fasta.chr-6	789011	789726
54-1.whole.wo.indels.fasta.chr-6	792055	792166
54-1.whole.wo.indels.fasta.chr-6	2131017	2131668
54-1.whole.wo.indels.fasta.chr-6	2280281	2282200
54-1.whole.wo.indels.fasta.chr-6	2338983	2340914
54-1.whole.wo.indels.fasta.chr-6	2529634	2529647
54-10.whole.wo.indels.fasta.chr-6	263152	263161
54-10.whole.wo.indels.fasta.chr-6	264637	264647
54-10.whole.wo.indels.fasta.chr-6	489427	489679
54-10.whole.wo.indels.fasta.chr-6	786360	787356
54-10.whole.wo.indels.fasta.chr-6	990288	992585
54-10.whole.wo.indels.fasta.chr-6	1003373	1005359
54-10.whole.wo.indels.fasta.chr-6	1018477	1018836
54-10.whole.wo.indels.fasta.chr-6	1019853	1020231
54-10.whole.wo.indels.fasta.chr-6	1869806	1871243
54-10.whole.wo.indels.fasta.chr-6	1872484	1873886
54-10.whole.wo.indels.fasta.chr-6	1874742	1893630
